id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1494173359835271171,1494173359835271171,2022-02-17 10:24:24 India Standard Time,2022-02-17,10:24:24,+0530,1489885826133598211,fingram_ind,FinGram India Co,,Nobody: Indian Digital Currency to Crypto.. Follow @fingram_ind  #cryptocurrency  https://t.co/x8mOk8OiEA,en,"[{'screen_name': 'fingram_ind', 'name': 'fingram india co', 'id': '1489885826133598211'}]",[],['https://pbs.twimg.com/media/FLxev5eVUAEZeUa.jpg'],2,1,1,['cryptocurrency'],[],https://twitter.com/fingram_ind/status/1494173359835271171,False,,1,https://pbs.twimg.com/media/FLxev5eVUAEZeUa.jpg,,,,,,,[],,,,
1493857746596376577,1493857746596376577,2022-02-16 13:30:15 India Standard Time,2022-02-16,13:30:15,+0530,970589260024725505,cgcxofficial,CGCX Official,,"In this week's news, India became the latest country to embrace the concept of digital currency, as the Indian Government is all set to launch its own digital currency. Additionally, residents of the country ought to pay 30% tax for the trading that they do with the Governmen...  https://t.co/NlxxKso0pl",en,[],[],['https://pbs.twimg.com/media/FLs_tGfWYAMsWWT.jpg'],0,2,9,[],[],https://twitter.com/CGCXofficial/status/1493857746596376577,False,,1,https://pbs.twimg.com/media/FLs_tGfWYAMsWWT.jpg,,,,,,,[],,,,
1493836041404383232,1493834463477788674,2022-02-16 12:04:01 India Standard Time,2022-02-16,12:04:01,+0530,890337836339048448,bit111111,Bit,,"""India has the second-highest number of crypto users worldwide, just after Vietnam ... [Indian Parliament's] Cryptocurrency and Regulation of Official Digital Currency Bill ... will determine which digital assets will be legally allowed for trade.""  https://t.co/H6s2hcaCcx",en,[],['https://fortune.com/2022/02/15/is-crypto-ponzi-scheme-india-central-bank-rbi-regulation/'],[],1,1,3,[],[],https://twitter.com/Bit111111/status/1493836041404383232,False,,0,,,,,,,,[],,,,
1493464726579257345,1493464726579257345,2022-02-15 11:28:32 India Standard Time,2022-02-15,11:28:32,+0530,874312616671272960,sabya_k,Sabyasachi Kar,,The budget confirmed that India will soon have a digital currency (CBDC).  But can this digital currency destabilize the Indian banking sector.  What can the RBI do to minimize this possibility?    My views in today's Hindustan Times. ⬇️⬇️  https://t.co/PxCuO0EOM8,en,[],[],['https://pbs.twimg.com/media/FLnZkKAVkAI7jhN.png'],2,10,42,[],[],https://twitter.com/Sabya_K/status/1493464726579257345,False,,1,https://pbs.twimg.com/media/FLnZkKAVkAI7jhN.png,,,,,,,[],,,,
1493294887617191940,1493294887617191940,2022-02-15 00:13:39 India Standard Time,2022-02-15,00:13:39,+0530,958539126856282112,kunialabs,Avinash Subramanian,,Banning crypto currency vs harnessing power of blockchain for Digital currency as an asset class  Do bans work in the age of millennials?  #RBI needs to listen to @NandanNilekani #NandanNilekani  An #AtmaNirbharBharat boost to Indian IT 🇮🇳   #rbipolicy   https://t.co/SinozfcaqQ,en,"[{'screen_name': 'nandannilekani', 'name': 'nandan nilekani', 'id': '1867843520'}]",['https://m.economictimes.com/markets/cryptocurrency/cryptocurrencies-threaten-financial-sovereignty-need-to-be-banned-rbi-dy-guv/articleshow/89574807.cms?utm_source=twitter_pwa&utm_medium=social&utm_campaign=socialsharebuttons'],[],0,1,2,"['rbi', 'nandannilekani', 'atmanirbharbharat', 'rbipolicy']",[],https://twitter.com/kunialabs/status/1493294887617191940,False,,0,,,,,,,,[],,,,
1493290152386383873,1493287992265359360,2022-02-14 23:54:50 India Standard Time,2022-02-14,23:54:50,+0530,958539126856282112,kunialabs,Avinash Subramanian,,RBI should take a lead explaining it's digital currency platform as an Asset class which can be #AtmaNirbharBharat alt to #Bitcoin  Why would an Indian millineal risk lakhs in Bitcoin if they have a sovereign alternative here in India?  @nsitharaman @FinMinIndia  #RBI #rbipolicy,en,"[{'screen_name': 'nsitharaman', 'name': 'nirmala sitharaman', 'id': '58243368'}, {'screen_name': 'finminindia', 'name': 'ministry of finance', 'id': '2613904818'}]",[],[],1,1,1,"['atmanirbharbharat', 'bitcoin', 'rbi', 'rbipolicy']",[],https://twitter.com/kunialabs/status/1493290152386383873,False,,0,,,,,,,,[],,,,
1493272190933897216,1493243522065244160,2022-02-14 22:43:28 India Standard Time,2022-02-14,22:43:28,+0530,1168809380940115968,000shiva000,Ankit Tiwari,,@realrleReady2 @_DanushM @ANI Akal k andhe digital currency k through hi cryptocurrency purchase kr paenge. Sirf ek digital currency rhegi kya Indian market me😂😂😂,tl,[],[],[],0,0,1,[],[],https://twitter.com/000SHIVA000/status/1493272190933897216,False,,0,,,,,,,,"[{'screen_name': 'realrleReady2', 'name': 'realrleReady2', 'id': '1121422285053808642'}, {'screen_name': '_DanushM', 'name': 'Danuash Mahour', 'id': '1409879410652717065'}, {'screen_name': 'ANI', 'name': 'ANI', 'id': '355989081'}]",,,,
1493162524568879108,1493162524568879108,2022-02-14 15:27:42 India Standard Time,2022-02-14,15:27:42,+0530,3225044876,rkpandit007,ROHIT KUMAR,,#crypto Indian Government Central Bank in complete consistency on cryptos by Financial Minister #bitcoin   #DigitalCurrency 🚀🚀,en,[],[],[],0,0,0,"['crypto', 'bitcoin', 'digitalcurrency']",[],https://twitter.com/rkpandit007/status/1493162524568879108,False,,0,,,,,,,,[],,,,
1493056152443457537,1493056152443457537,2022-02-14 08:25:01 India Standard Time,2022-02-14,08:25:01,+0530,1369502960045027328,pranabj01984225,Pranab Jana,,I am 100% sure a day will come when only digital currency will exist. Crypto journey started in India.Indian govt. crypto currency will out in future. Not only that Every country will realise their own government crypto currency. #cryptocurrecy #Crypto #DigitalIndia,en,[],[],[],0,0,0,"['cryptocurrecy', 'crypto', 'digitalindia']",[],https://twitter.com/PranabJ01984225/status/1493056152443457537,False,,0,,,,,,,,[],,,,
1492760028582871041,1488759929175371777,2022-02-13 12:48:19 India Standard Time,2022-02-13,12:48:19,+0530,1889281207,vivek01991,vivek1991,,@News18UP INDC INDIAN DIGITAL CURRENCY,in,[],[],[],0,0,0,[],[],https://twitter.com/vivek01991/status/1492760028582871041,False,,0,,,,,,,,"[{'screen_name': 'News18UP', 'name': 'News18 Uttar Pradesh', 'id': '219940006'}]",,,,
1492399623276691458,1492399623276691458,2022-02-12 12:56:12 India Standard Time,2022-02-12,12:56:12,+0530,3110551736,studyiq,Study IQ Education,,#UPSCGSpaperIII #indianecoony #DigitalCurrency  #RBI #centralbank What is Central Bank Digital Currency? – Indian Economy – Free PDF Download  https://t.co/nsAI8lRhRx  https://t.co/Pq727LUVJT,en,[],['https://blog.studyiq.com/central-bank-digital-currency-indian-economy-free-pdf-download/'],['https://pbs.twimg.com/media/FLYRiPVVQAArzhs.jpg'],0,0,5,"['upscgspaperiii', 'indianecoony', 'digitalcurrency', 'rbi', 'centralbank']",[],https://twitter.com/studyiq/status/1492399623276691458,False,,1,https://pbs.twimg.com/media/FLYRiPVVQAArzhs.jpg,,,,,,,[],,,,
